6.140734804309696388e-07,8.005853394781774989e-07,1.652306129307643363e-06,-2.856626177672242808e-07,-1.402200222007727436e-07,-7.862476289924403018e-07,8.756622224506941686e-07,1.180449983737729596e-06,8.039806553450354332e-02,-1.780132725975364293e-07,-4.457243200240352457e-07,2.369130427979349307e-01,6.702740333587974367e-07,6.826846639902502956e-01,6.577722466285380335e-07,2.057614359851536883e-07,-9.062957211924197053e-08,-4.771830347451245436e-07,-4.797508630835647749e-07,4.515390569339649930e-07
2.898517205317008343e-06,8.189453196174819290e-06,4.502316380480836665e-06,4.941009640120884336e-06,3.879477110252584437e-06,3.178236596662074088e-06,1.018446217883498420e-05,1.107180212872229603e-05,8.279286138657654151e-06,5.850448346085286652e-06,5.354327059334733585e-06,9.998540145964049941e-01,1.052578433287069863e-05,8.155144155930408350e-06,1.045903907981576656e-05,8.816597161109608366e-06,1.158531946485211953e-05,9.819143414740131329e-06,8.080170898119766481e-06,1.016983970061470879e-05
-8.544888799665254433e-06,-1.130521873129944823e-05,-1.437429224780423925e-05,-8.445043907724784666e-06,-9.398941527364372710e-06,-6.872512607953739136e-06,-7.858185800680637291e-06,-8.400676076579286601e-06,-7.178412092362350517e-06,-7.019469280830598640e-06,-8.081893408067125122e-06,1.000161763395364112e+00,-7.469633235988292619e-06,-6.351814935720341779e-06,-9.022560022074679350e-06,-8.814093170296902438e-06,-9.430634713973201045e-06,-8.684815117210443580e-06,-5.597217648884516723e-06,-8.883284261608873235e-06
-3.287194158997167987e-07,-5.561291396876016442e-07,-7.832861845430148720e-07,-9.362245192924957262e-09,5.401586073984876329e-08,6.604650201275023060e-08,-3.517614646676994342e-07,-3.099546004036294668e-07,8.527739998355587278e-08,6.818551552221246163e-08,-2.001978016061269003e-07,1.000004247958411474e+00,-3.480402516447171647e-07,-2.591271317395469944e-07,-3.353760587561544351e-07,-1.262854976500182174e-07,-3.869987711549860122e-07,-4.341693218655178544e-07,4.719007133577297302e-08,-1.391275079055946729e-07
1.302682581441559776e-05,3.854865570256745399e-06,1.083763243940786060e-05,1.277248499770272204e-05,1.304434411482237870e-05,1.266292410463386578e-05,8.152547871680495246e-06,1.294339470276474293e-05,1.203513476027855787e-05,1.291462646586644499e-05,3.757775786744303822e-06,9.998131142623569723e-01,1.262947958560810434e-05,1.070691840286997100e-05,2.982504605425960489e-06,1.290828091881541846e-05,1.303461832392216157e-05,2.881804448358447957e-06,1.281071963962368200e-05,2.872809540800809651e-06
-7.092194405351227266e-08,-2.606750992434892408e-07,-3.464538088929883806e-07,-1.135895442595291748e-07,4.879475509751531739e-09,-1.441691079186664804e-08,-2.141415639577856441e-07,-1.368153341050636028e-07,-3.619795467137570878e-07,-1.489707540663404132e-07,-1.687747975197110729e-07,4.833926457254424935e-01,-2.468725223774024941e-07,-1.474801198846408951e-07,-1.635837124878824065e-07,-3.769349017422747892e-07,-2.456893240588431750e-07,-2.384842916761423065e-07,-2.527100853212784670e-07,5.166108591286521223e-01
-7.924068764471814139e-06,-7.885011959783854211e-06,-7.490281184020464767e-06,-8.021197219674905407e-06,-7.118331902295702583e-06,-6.776635657142428286e-06,-9.484307921120395800e-06,-9.589386920996480925e-06,-7.908771621554452371e-06,-7.358758592614759883e-06,-6.786863389379231313e-06,-1.143364003536138212e-05,-7.827797825560550192e-06,-7.648874241924376153e-06,6.121188540849907822e-01,-6.402898192432871463e-06,-2.904814293157728743e-06,3.880214401919698242e-01,-7.402818153513155192e-06,-1.030204970145485964e-05
1.118685973231194067e-05,8.875470123524373256e-02,8.967172966093912097e-06,1.131541327704176878e-05,1.133571475397538067e-05,1.126436861963850347e-05,3.214929535509587737e-06,1.133314810195420958e-05,1.119001262264052193e-05,1.127996845988471367e-05,1.634603391402918384e-07,2.829176657037143112e-06,1.125334496479396417e-05,1.010799551809004689e-05,9.110951551549517635e-01,1.125288279915502931e-05,1.120040587502388864e-05,8.384592994334974368e-07,1.120037734451940857e-05,1.634443994171224956e-07
1.261610153733505423e-05,8.806766791982075018e-07,1.009034918489977376e-05,1.281591436563815197e-05,1.284435094822521563e-05,1.278813166424035755e-05,3.587335242388821672e-06,1.286794570032121887e-05,1.273467321199773508e-05,1.279361236958446128e-05,1.083387695640663817e-07,3.472055877653526261e-06,1.278567300705076635e-05,1.288761207582656348e-05,9.998258686913308324e-01,1.274129574665290646e-05,1.272325928917990962e-05,2.231673194483608925e-06,1.274966507079395682e-05,3.599630044498609916e-07
1.251674825461705320e-05,1.472350544765481079e-06,1.000833401855097027e-05,1.263354291844341865e-05,1.268869122461571046e-05,1.260149152703154164e-05,2.704428177328241290e-06,1.267024711695385531e-05,1.254216581132683330e-05,1.261019176567636986e-05,5.043121216942111351e-01,3.512977084662174742e-06,1.255213098883611367e-05,1.265740122124335195e-05,4.955154763535764562e-01,1.255988459144898794e-05,1.255475408599934625e-05,3.190927556426513092e-06,1.253382480109681146e-05,3.400461841971285539e-07
